,0,1,2,3,4,5,6,7,8
0,0,0.82312,0.72114,-0.013684,2,-58,5.6021,925.75,2
1,9.75,0.82312,0.72114,-0.013684,2,-58.5,5.777,925.25,2
2,64.75,1.0459,-0.50756,0.088944,4,-65,1.2885,921.75,3
3,65.25,1.0459,-0.50756,0.088944,4,-65,6.2203,923.25,3
4,65.5,1.0459,-0.50756,0.088944,4,-63,5.0422,924.75,3
5,66,1.0811,-0.45014,0.11175,4,-62.5,4.243,925.75,3
6,66.75,0.9521,-0.38124,0.043332,4,-65.5,0.76852,922.25,3
7,67.25,0.9521,-0.38124,0.043332,4,-66,1.1689,921.75,3
8,67.75,1.1045,-0.45014,0.12315,4,-63,5.0177,924.75,3
9,69.5,0.97555,-0.40421,0.054735,4,-66,1.1735,921.75,3
10,70,0.97555,-0.40421,0.054735,4,-65,6.2234,923.25,3
11,72.5,0.98728,-0.39272,0.054735,4,-64.5,6.2065,923.25,3
12,73,0.83485,-0.35827,0.0091224,4,-62.5,1.4956,925.25,3
13,73.25,0.83485,-0.35827,0.0091224,4,-62,1.0922,925.75,3
14,74.75,1.1045,-0.45014,0.11175,3,-56.5,0.76085,920.25,3
15,75,1.1045,-0.45014,0.11175,4,-65,6.2142,923.25,3
16,76.25,0.98728,-0.39272,0.054735,4,-63.5,5.4073,924.25,3
17,77.75,1.1632,-0.48459,0.13456,4,-63.5,5.0069,924.75,3
18,78.25,0.94038,-0.35827,0.031928,4,-65.5,0.32981,922.75,3
19,79,0.94038,-0.36976,0.054735,4,-67.5,1.9129,920.75,3
20,81.75,1.0342,-0.42717,0.10035,4,-66,4.3166,921.75,3
21,82,1.0342,-0.42717,0.10035,4,-67.5,5.4579,920.25,3
22,82.5,1.0342,-0.42717,0.10035,4,-63,1.8791,924.75,3
23,83,1.128,-0.47311,0.13456,4,-62,1.0937,925.75,3
24,83.5,1.128,-0.47311,0.13456,4,-64,5.3889,924.25,3
25,84,1.128,-0.47311,0.13456,4,-66,1.1658,921.75,3
26,84.75,0.96383,-0.39272,0.054735,4,-65.5,6.228,923.25,3
27,85,0.96383,-0.39272,0.054735,4,-62.5,1.5002,925.25,3
28,85.75,1.1045,-0.46162,0.12315,4,-64.5,5.7831,923.75,3
29,86.5,0.96383,-0.36976,0.043332,3,-56,6.254,921.75,3
30,86.75,0.96383,-0.36976,0.043332,4,-67,4.7063,921.25,3
31,87.5,1.0225,-0.41569,0.077541,4,-63,4.6342,925.25,3
32,87.75,1.0225,-0.41569,0.077541,4,-62.5,1.1075,925.75,3
33,88.75,1.0342,-0.41569,0.077541,3,-56.5,0.44025,920.75,3
34,89,1.0342,-0.41569,0.077541,4,-66.5,4.2936,921.75,3
