,0,1,2,3,4,5,6,7,8
0,0,-0.15009,0.93932,-0.047893,1,-47,1.9221,925.75,4
1,0.025,-0.044557,0.95081,0.12315,1,-44,4.5743,922.75,4
2,0.075,-0.044557,0.95081,0.12315,2,-61.5,6.2234,922.75,4
3,0.25,-0.044557,0.95081,0.12315,1,-48.5,5.757,922.75,4
4,2,0.14305,0.88191,0.054735,2,-57.5,0.53229,923.75,4
5,3.25,-0.666,0.69818,-0.0022806,2,-56.5,5.5883,924.75,4
6,4.75,-0.666,0.69818,-0.0022806,2,-58.5,0.53229,925.75,2
7,7,0.14305,0.96229,0.10035,2,-58,0.96487,921.75,2
8,15.5,0.0023451,1.0427,0.18017,2,-59,0.92959,924.75,2
9,19.25,0.14305,0.96229,0.12315,2,-57,4.7538,923.75,2
10,19.5,0.14305,0.96229,0.12315,2,-59.5,6.1835,925.75,2
11,20,0.14305,0.96229,0.12315,2,-58,1.9512,921.25,2
12,20.75,0.14305,0.96229,0.12315,2,-56.5,4.1218,923.25,2
13,30.25,0.14305,1.1575,0.088944,2,-51,1.1413,920.75,2
14,30.75,0.060972,1.0542,0.054735,2,-51,6.2663,922.25,2
15,41.5,0.049247,0.98526,0.12315,2,-56,0.92806,925.75,2
16,54.25,0.096148,0.93932,0.088944,2,-56,5.9595,920.25,2
17,54.75,0.096148,0.93932,0.088944,2,-57.5,4.0681,924.25,2
18,56.75,0.10787,0.96229,0.11175,2,-56.5,0.54917,924.75,2
19,62.75,-0.068007,1.0542,0.054735,2,-57.5,4.3642,925.25,2
20,64,0.060972,0.98526,0.12315,2,-56.5,4.6526,924.75,2
21,65,0.037521,0.99674,0.088944,2,-56.5,1.3116,925.25,2
22,66.75,0.2603,0.90487,0.20297,2,-56.5,4.6756,924.75,2
23,67.5,0.2603,0.90487,0.20297,2,-56.5,5.6036,922.25,2
24,69,0.084423,0.98526,0.13456,2,-58,4.5237,924.75,2
25,70,-0.044557,1.0082,0.054735,2,-57.5,1.2885,925.25,2
26,70.5,-0.044557,1.0082,0.054735,2,-58,1.083,925.75,2
27,72.5,0.060972,0.97377,0.10035,2,-57.5,1.0308,925.25,2
28,74,0.096148,0.97377,0.13456,2,-56,1.3177,924.75,2
29,75.5,0.2603,0.90487,0.20297,2,-58,0.8621,925.75,2
30,76.25,0.2603,0.90487,0.20297,2,-57,1.2379,924.75,2
31,78.75,0.049247,0.98526,0.12315,2,-57,1.1275,924.75,2
32,82.25,0.1196,0.95081,0.12315,2,-56.5,0.17948,925.25,2
33,88.75,0.2134,0.93932,0.14596,2,-56.5,0.50775,924.25,2
34,90.25,0.17823,0.96229,0.11175,2,-57,0.073631,925.75,2
35,97,0.072698,0.97377,0.054735,2,-57,0.0061359,925.25,2
36,97.25,0.072698,0.97377,0.054735,2,-57,5.9856,925.75,2
37,98.5,0.36583,0.92784,0.16876,2,-58.5,0.55837,924.25,2
38,99,0.36583,0.92784,0.16876,2,-57,4.6449,922.25,2
39,100,0.36583,0.92784,0.16876,2,-57,6.0454,925.75,2
40,100.75,0.22513,0.98526,0.15736,2,-57,6.1513,924.75,2
41,101.75,0.34238,0.96229,0.27139,2,-57,6.1635,925.25,2
42,104.25,0.18995,0.97377,0.12315,2,-56.5,0.53843,925.25,2
43,104.75,0.14305,0.98526,0.12315,2,-57,0.35588,925.75,2
44,105.75,0.13132,0.97377,0.13456,2,-57,0.70256,924.25,2
45,107.25,0.20168,0.95081,0.13456,2,-57.5,0.34361,925.75,2
46,111.25,0.43619,0.84746,0.19157,2,-58,1.695,922.25,2
47,112,0.24858,0.98526,0.020525,2,-57.5,0.23163,925.75,2
48,119,0.084423,1.0312,0.020525,2,-57,0.76085,923.75,2
49,119.5,0.084423,1.0312,0.020525,2,-58,6.1681,925.75,2
50,120.25,0.15478,0.95081,0.088944,2,-58,0.4786,924.25,2
51,121.25,0.15478,0.95081,0.088944,2,-59,0.2347,925.25,2
52,121.75,0.15478,0.95081,0.088944,2,-57,6.1681,925.75,2
53,122.5,0.15478,0.99674,0.0091224,2,-57,0.36662,924.75,2
54,124,0.18995,0.93932,-0.013684,2,-57,0.51695,923.75,2
55,128.25,0.13132,0.97377,0.020525,2,-56.5,5.0207,922.25,2
56,129,0.13132,0.97377,0.020525,2,-57.5,6.208,925.75,2
57,134,0.15478,1.0197,0.10035,2,-58,0.62893,925.75,2
58,135.75,0.29548,0.91636,0.18017,2,-58,0.7808,925.25,2
59,137.25,0.14305,0.98526,0.11175,2,-57.5,1.1766,924.25,2
60,138,0.14305,0.98526,0.11175,2,-57,1.2809,923.25,2
61,138.25,0.14305,0.98526,0.11175,2,-57,0.77159,925.25,2
62,141.25,0.1665,0.99674,0.14596,2,-58,0.40497,925.75,2
63,143.75,0.2603,0.95081,0.19157,2,-57.5,0.1534,925.75,2
64,149.75,0.45964,0.90487,0.22578,2,-57.5,0.8621,924.25,2
65,150.25,0.45964,0.90487,0.22578,2,-56.5,4.8075,922.25,2
66,151.75,0.1665,0.99674,0.088944,2,-57,0.51235,924.75,2
67,152.75,0.27203,0.98526,0.13456,2,-57.5,0.22243,925.25,2
