,0,1,2,3,4,5,6,7,8
0,0,0.88175,0.74411,0.19157,4,-57.5,5.935,923.25,1
1,0.75,0.88175,0.74411,0.19157,1,-61,4.6786,924.75,1
2,2,0.88175,0.74411,0.19157,1,-59.5,3.6693,925.75,1
3,2.5,0.57689,0.85894,0.054735,4,-58,5.8828,923.25,1
4,3,0.57689,0.85894,0.054735,4,-56.5,1.3852,924.75,1
5,4.75,0.69414,0.80152,0.11175,4,-56.5,1.8776,924.25,1
6,6,0.84658,0.74411,0.16876,1,-58.5,4.1709,925.25,1
7,6.75,0.84658,0.74411,0.16876,4,-59,0.50928,922.25,1
8,7,0.84658,0.74411,0.16876,4,-56.5,0.10584,925.75,1
9,7.75,0.84658,0.74411,0.16876,1,-61,5.5361,923.75,1
10,8.5,0.68242,0.81301,0.077541,4,-56.5,0.64887,925.25,1
11,9.25,0.68242,0.81301,0.077541,1,-59,3.6417,925.75,1
12,10,0.68242,0.81301,0.077541,4,-57.5,2.1016,923.75,1
13,10.75,0.68242,0.81301,0.077541,1,-61.5,6.073,922.75,1
14,11.75,0.61207,0.84746,0.054735,1,-59.5,3.5864,925.75,1
15,12.25,0.61207,0.84746,0.054735,4,-58,2.5142,923.25,1
16,12.75,0.61207,0.84746,0.054735,4,-56.5,1.014,924.75,1
17,13.25,0.61207,0.84746,0.054735,1,-59.5,4.0068,925.25,1
18,14.25,0.83485,0.75559,0.16876,1,-60,4.8581,924.25,1
19,15.25,0.83485,0.75559,0.16876,4,-57,0.98328,924.75,1
20,15.75,0.83485,0.75559,0.16876,1,-59.5,3.9531,925.25,1
21,17.5,0.70587,0.79004,0.12315,4,-58,1.9144,923.75,1
22,18.25,0.70587,0.79004,0.12315,1,-58,3.9684,925.25,1
23,19.25,0.79967,0.77856,0.13456,1,-61,5.1128,924.25,1
24,20,0.79967,0.77856,0.13456,4,-57,2.1322,923.75,1
25,20.25,0.79967,0.77856,0.13456,1,-59.5,4.5866,924.75,1
26,20.75,0.79967,0.77856,0.13456,4,-59.5,1.7411,920.75,1
27,21.5,0.64724,0.81301,0.020525,4,-56.5,6.2556,925.75,1
28,21.75,0.64724,0.81301,0.020525,1,-61,6.096,923.25,1
29,22.5,0.64724,0.81301,0.020525,4,-56,2.4989,923.75,1
30,22.575,0.64724,0.81301,0.020525,4,-56.5,1.6168,924.75,1
31,23,0.64724,0.81301,0.020525,4,-56,1.3468,925.25,1
32,23.25,0.64724,0.81301,0.020525,1,-62.5,2.2657,920.75,1
33,24.25,0.63552,0.83597,0.077541,4,-56.5,1.9589,924.25,1
34,24.75,0.63552,0.83597,0.077541,4,-57,6.047,923.75,1
35,25,0.63552,0.83597,0.077541,4,-56.5,5.3444,924.75,1
36,25.25,0.63552,0.83597,0.077541,4,-57.5,4.6065,922.75,1
37,25.5,0.63552,0.83597,0.077541,1,-58.5,4.852,925.25,1
38,27.75,0.77622,0.75559,0.11175,1,-63.5,6.1911,922.75,1
39,28.75,0.77622,0.75559,0.11175,4,-57,0.28072,925.75,1
40,29,0.77622,0.75559,0.11175,4,-57.5,6.0086,923.25,1
41,30.25,0.8114,0.75559,0.14596,1,-63,6.2433,922.75,1
42,31.75,0.8583,0.74411,0.11175,4,-58,5.8782,923.25,1
43,32.25,0.8583,0.74411,0.11175,4,-56.5,1.3284,924.75,1
44,33,0.8583,0.74411,0.11175,1,-62.5,3.8058,925.25,1
45,34.5,1.0107,0.67521,0.20297,1,-64.5,5.1511,923.75,1
46,35.25,1.0107,0.67521,0.20297,4,-57,0.68876,925.25,1
47,36,1.0107,0.67521,0.20297,4,-57,0.20862,925.75,1
48,36.25,1.0107,0.67521,0.20297,1,-61.5,4.898,924.25,1
49,37.75,0.74105,0.81301,0.088944,1,-62.5,4.1586,925.25,1
50,38.75,0.74105,0.81301,0.088944,1,-63.5,4.9793,924.25,1
51,39.75,0.74105,0.81301,0.088944,4,-60,5.0361,921.25,1
52,41,0.74105,0.81301,0.088944,4,-57,0.49548,925.75,1
53,42.5,0.7645,0.75559,0.14596,1,-65.5,6.1896,922.75,1
54,43.5,0.7645,0.75559,0.14596,1,-61.5,0.59672,925.75,1
55,44.75,0.7645,0.75559,0.14596,4,-58.5,3.5466,922.75,1
56,46.25,0.7176,0.79004,0.066138,1,-65.5,5.6006,923.25,1
57,46.75,0.7176,0.79004,0.066138,4,-56,1.6153,924.75,1
