,0,1,2,3,4,5,6,7,8
0,0,0.96383,0.56038,0.41963,4,-61.5,0.81915,921.25,1
1,0.25,1.1163,0.10105,-0.11631,4,-65,0.87744,920.75,3
2,0.75,1.1749,0.11254,0.13456,4,-66,1.6015,920.25,3
3,0.775,1.1749,0.11254,0.13456,3,-49.5,0.2439,921.75,3
4,1,1.1163,0.0091865,-0.059296,4,-64,0.25004,921.75,3
5,1.25,1.1163,0.0091865,-0.059296,3,-50,2.3363,923.25,3
6,2.25,0.99901,0.089569,-0.047893,4,-65.5,0.20095,921.25,3
7,2.75,0.9052,0.066602,-0.15052,4,-65.5,0.43105,920.75,3
8,3,0.9052,0.066602,-0.15052,3,-50.5,1.7211,924.25,3
9,3.25,0.91693,0.078086,-0.13912,4,-66,1.0784,920.25,3
10,3.3,0.91693,0.078086,-0.13912,3,-49.5,3.2597,921.75,3
11,3.5,0.96383,0.078086,-0.13912,4,-65.5,5.6358,921.75,3
12,3.75,0.94038,0.089569,-0.12771,4,-67.5,5.7325,924.75,3
13,4,0.94038,0.089569,-0.12771,3,-49.5,6.2356,922.25,3
14,4.075,0.94038,0.089569,-0.12771,4,-64.5,5.1879,922.25,3
15,5.5,1.0342,0.089569,-0.10491,3,-50.5,4.9977,924.25,3
16,5.575,1.0342,0.089569,-0.10491,4,-66.5,6.1298,924.25,3
17,6,1.0694,0.078086,-0.093505,4,-65,5.5484,921.75,3
18,6.075,1.0694,0.078086,-0.093505,4,-65.5,3.9837,923.25,3
19,6.5,0.92865,0.10105,-0.16192,3,-50,6.0822,922.25,3
20,7,1.1632,0.0091865,-0.047893,4,-66.5,0.24544,923.75,3
21,7.075,1.1632,0.0091865,-0.047893,4,-65,4.4976,922.75,3
22,7.75,0.9052,0.089569,-0.16192,4,-66.5,0.21322,920.75,3
23,8.5,0.96383,0.10105,-0.13912,4,-66,0.7992,923.25,3
24,9,1.2687,-0.048229,-0.0022806,3,-50,6.2387,922.25,3
25,9.25,1.2452,-0.036746,-0.013684,3,-50,5.3521,923.75,3
26,9.375,1.2452,-0.036746,-0.013684,4,-66.5,0.33441,923.75,3
27,9.5,1.2452,-0.036746,-0.013684,4,-65,4.5206,922.75,3
28,9.575,1.2452,-0.036746,-0.013684,3,-49.5,0.66421,921.25,3
29,10.25,1.0225,0.089569,-0.12771,3,-50.5,1.8653,924.25,3
30,10.75,1.0811,0.055119,-0.093505,4,-65,5.4533,921.75,3
31,10.825,1.0811,0.055119,-0.093505,3,-50,5.5315,923.25,3
32,11,1.0811,0.055119,-0.093505,4,-65.5,3.8718,923.25,3
33,11.5,1.1045,0.043636,-0.093505,4,-65,4.8504,922.25,3
34,11.75,1.1045,0.043636,-0.093505,4,-65.5,0.2485,923.75,3
35,12.25,1.1163,0.032153,-0.070699,4,-68,1.9528,925.25,3
36,12.75,1.1866,0.02067,-0.047893,4,-67,5.9672,924.25,3
37,13,1.1866,0.02067,-0.047893,3,-49,4.3458,920.25,3
38,13.25,0.98728,0.10105,-0.13912,4,-65,2.2764,921.75,3
39,13.75,0.94038,0.078086,-0.15052,4,-65,1.827,922.25,3
40,14.25,1.1163,0.032153,-0.070699,4,-66.5,0.28992,923.75,3
41,14.5,0.92865,0.078086,-0.15052,4,-65.5,5.9472,921.25,3
42,15.25,0.94038,0.089569,-0.16192,4,-66,0.73324,920.25,3
43,15.5,0.94038,0.089569,-0.16192,4,-65.5,2.2304,921.75,3
44,15.75,0.94038,0.089569,-0.16192,4,-65.5,5.3674,921.75,3
45,16,1.2921,-0.036746,0.0091224,4,-67.5,2.2703,924.75,3
46,16.5,0.98728,0.11254,-0.13912,4,-66.5,0.18254,923.75,3
47,16.75,1.2335,-0.0022966,-0.013684,3,-50,5.8997,922.75,3
48,17,1.2335,-0.0022966,-0.013684,4,-66,5.9043,921.25,3
