,0,1,2,3,4,5,6,7,8
0,0,0.99901,0.10105,0.48805,1,-56.5,5.056,923.25,3
1,0.25,0.99901,0.10105,0.48805,1,-58.5,0.30526,921.25,3
2,0.75,0.99901,0.10105,0.48805,3,-57,4.5621,925.75,3
3,1,0.99901,0.10105,0.48805,1,-58,5.7125,922.75,3
4,1.5,0.99901,0.10105,0.48805,4,-60,0.81915,925.25,3
5,2.25,0.94038,0.10105,0.52226,1,-56.5,4.5713,924.25,3
6,2.5,0.94038,0.10105,0.52226,1,-58.5,1.2809,920.25,3
7,3,0.94038,0.10105,0.52226,3,-63.5,1.0907,921.75,3
8,3.25,0.94038,0.10105,0.52226,1,-58,5.6834,922.75,3
9,3.75,0.94038,0.10105,0.52226,3,-58.5,5.0652,925.25,3
10,4.25,0.94038,0.10105,0.52226,4,-59.5,1.218,924.75,3
11,5.25,0.91693,0.11254,0.46524,3,-64,1.3514,921.25,3
12,5.75,0.91693,0.11254,0.46524,3,-58.5,4.6526,925.75,3
13,6.25,0.91693,0.11254,0.46524,3,-58.5,4.9946,925.25,3
14,6.5,0.91693,0.11254,0.46524,4,-60,1.2241,924.75,3
15,7,0.91693,0.11254,0.46524,1,-57,4.536,924.25,3
16,7.5,0.91693,0.11254,0.46524,1,-59,1.2487,920.25,3
17,8.5,1.1045,0.0091865,0.57927,1,-58.5,6.0393,922.25,3
18,8.75,1.1045,0.0091865,0.57927,3,-58,5.0928,925.25,3
19,9.25,1.1045,0.0091865,0.57927,1,-57.5,4.9103,923.75,3
20,9.5,1.1045,0.0091865,0.57927,1,-57,4.4455,924.25,3
21,9.75,1.1045,0.0091865,0.57927,1,-58.5,1.1091,920.25,3
22,10.25,1.1045,0.0091865,0.57927,1,-57.5,6.2142,921.75,3
23,10.5,1.1045,0.0091865,0.57927,4,-60,0.25617,925.75,3
24,11.25,1.1045,0.0091865,0.57927,3,-59,5.0974,925.25,3
25,12.25,0.99901,0.078086,0.46524,1,-58,1.2026,920.25,3
26,12.75,0.99901,0.078086,0.46524,3,-59,1.4327,921.75,3
27,13.25,0.99901,0.078086,0.46524,3,-57,0.84676,922.75,3
28,13.75,0.99901,0.078086,0.46524,3,-55.5,1.8868,925.25,3
29,13.875,0.99901,0.078086,0.46524,1,-57.5,3.7107,924.75,3
