,0,1,2,3,4,5,6,7,8
0,0,0.75277,0.81301,0.066138,1,-59,4.7569,921.75,1
1,0.5,0.75277,0.81301,0.066138,1,-61.5,5.1557,924.75,1
2,1.25,0.75277,0.81301,0.066138,1,-59.5,0.69336,922.75,1
3,1.5,0.75277,0.81301,0.066138,1,-58.5,1.9788,921.25,1
4,2.25,0.75277,0.81301,0.066138,1,-60.5,5.5361,924.25,1
5,2.5,0.75277,0.81301,0.066138,1,-59.5,1.5463,921.75,1
6,3.75,0.60034,0.88191,-0.013684,4,-58.5,0.10891,921.25,1
7,4.5,0.60034,0.88191,-0.013684,3,-68,4.335,924.25,1
8,5.5,0.60034,0.88191,-0.013684,1,-59,1.0431,922.25,1
9,6.25,0.60034,0.88191,-0.013684,1,-59,2.0172,921.25,1
10,7.25,0.55344,0.89339,-0.025087,1,-59,1.4987,921.75,1
11,7.75,0.55344,0.89339,-0.025087,1,-59,1.0477,922.25,1
12,8.5,0.55344,0.89339,-0.025087,1,-59.5,0.5645,922.75,1
13,9,0.55344,0.89339,-0.025087,1,-59,5.418,920.75,1
14,9.75,0.55344,0.89339,-0.025087,4,-58.5,5.9948,921.75,1
15,10.25,0.55344,0.89339,-0.025087,4,-58,5.4533,922.25,1
16,11,0.55344,0.89339,-0.025087,1,-60.5,0.59518,922.75,1
17,12.25,0.67069,0.85894,0.020525,1,-60,1.4588,921.75,1
18,13,0.67069,0.85894,0.020525,1,-59.5,0.98482,922.25,1
19,14,0.67069,0.85894,0.020525,1,-62,2.301,920.75,1
20,15,0.67069,0.85894,0.020525,4,-59.5,1.1137,923.25,1
21,15.75,0.67069,0.85894,0.020525,1,-61,6.0454,923.75,1
22,16.75,0.64724,0.83597,0.020525,4,-58,5.8659,924.25,1
23,17,0.64724,0.83597,0.020525,4,-57,4.9931,921.75,1
24,17.5,0.64724,0.83597,0.020525,1,-66.5,1.6981,924.75,1
25,18.25,0.64724,0.83597,0.020525,1,-60.5,0.69489,922.75,1
26,18.75,0.64724,0.83597,0.020525,4,-57.5,0.95107,920.75,1
27,19.25,0.64724,0.83597,0.020525,1,-61,2.5725,920.25,1
28,19.75,0.64724,0.83597,0.020525,4,-57.5,1.3821,923.25,1
29,21,0.64724,0.84746,0.043332,1,-61.5,4.967,921.25,1
30,21.5,0.64724,0.84746,0.043332,1,-61.5,5.3214,924.25,1
31,22.25,0.64724,0.84746,0.043332,1,-61.5,6.1681,923.25,1
32,23,0.64724,0.84746,0.043332,1,-61.5,5.7923,923.75,1
33,23.5,0.64724,0.84746,0.043332,1,-60,1.7871,921.25,1
34,24.5,0.56517,0.89339,0.0091224,1,-62,1.3514,921.75,1
35,25.5,0.56517,0.89339,0.0091224,4,-58.5,0.80227,923.75,1
36,25.75,0.56517,0.89339,0.0091224,4,-58,0.090505,921.25,1
37,26.5,0.56517,0.89339,0.0091224,1,-63.5,5.2217,924.25,1
38,27,0.56517,0.89339,0.0091224,1,-62,6.1635,923.25,1
39,29,0.63552,0.87042,0.066138,4,-58,1.0677,920.25,1
40,29.5,0.63552,0.87042,0.066138,1,-62,6.047,923.25,1
41,30.5,0.63552,0.87042,0.066138,1,-62,2.5617,923.75,1
42,31,0.63552,0.87042,0.066138,1,-61,2.1292,920.75,1
43,31.75,0.63552,0.87042,0.066138,4,-57.5,5.823,921.75,1
44,32,0.63552,0.87042,0.066138,1,-61.5,6.0868,923.25,1
45,33,0.63552,0.87042,0.066138,4,-58.5,1.6368,922.75,1
46,34.25,0.56517,0.90487,-0.0022806,1,-61.5,1.1796,921.75,1
47,35,0.56517,0.90487,-0.0022806,4,-58.5,0.74551,923.75,1
48,35.5,0.56517,0.90487,-0.0022806,1,-61.5,1.4189,921.25,1
49,36.25,0.56517,0.90487,-0.0022806,4,-58,1.0078,920.25,1
50,36.75,0.56517,0.90487,-0.0022806,1,-62,6.0546,923.25,1
51,37.75,0.56517,0.90487,-0.0022806,1,-62,5.6128,923.75,1
52,39,0.55344,0.89339,-0.013684,4,-58,5.7156,921.75,1
53,39.75,0.55344,0.89339,-0.013684,4,-58,5.1879,922.25,1
