,0,1,2,3,4,5,6,7,8
0,0,0.67069,0.066602,0.62489,1,-60,1.5156,923.75,3
1,0.5,0.67069,0.066602,0.62489,4,-55.5,6.0746,924.25,3
2,0.75,0.67069,0.066602,0.62489,4,-56.5,0.27151,923.25,3
3,1.25,0.67069,0.066602,0.62489,1,-61,6.0853,921.75,3
4,1.75,1.1866,-0.01378,0.57927,4,-56,1.0661,922.75,3
5,2,1.1866,-0.01378,0.57927,1,-59.5,5.5591,922.25,3
6,2.25,1.1866,-0.01378,0.57927,1,-58,6.0776,925.25,3
7,2.5,0.89348,0.16995,0.36262,1,-61,0.49548,920.75,3
8,3,0.89348,0.16995,0.36262,1,-58,4.7538,923.25,3
9,3.5,0.89348,0.16995,0.36262,1,-60.5,0.099709,921.25,3
10,4,0.82312,0.15847,0.36262,1,-59,5.3091,922.75,3
11,4.75,0.99901,0.089569,0.46524,4,-53.5,5.8491,924.75,3
12,4.825,0.99901,0.089569,0.46524,1,-58.5,0.44639,924.75,3
13,5.25,0.97555,0.12402,0.41963,1,-58,3.9607,924.25,3
14,5.5,0.97555,0.12402,0.41963,1,-58.5,4.7538,923.25,3
15,6,0.97555,0.12402,0.41963,1,-61,6.254,921.25,3
16,6.5,0.97555,0.12402,0.41963,4,-56.5,0.49241,922.75,3
17,6.575,0.97555,0.12402,0.41963,4,-57,0.46326,922.75,3
18,7,0.9052,0.19292,0.32841,1,-57.5,0.039884,924.75,3
19,7.25,0.9052,0.19292,0.32841,4,-56,6.0224,923.75,3
20,7.75,0.97555,0.15847,0.38542,1,-58,0.53689,924.25,3
21,8,0.97555,0.15847,0.38542,1,-58,4.5513,923.25,3
22,8.75,0.97555,0.15847,0.38542,4,-58.5,0.96334,921.75,3
23,9,0.92865,0.2044,0.35121,4,-57,0.35282,922.75,3
24,9.75,1.1397,0.078086,0.45384,4,-54.5,5.2968,924.75,3
25,9.825,1.1397,0.078086,0.45384,4,-55.5,5.9733,923.75,3
26,10,1.1397,0.078086,0.45384,1,-61,0.28379,920.75,3
27,10.25,1.1397,0.078086,0.45384,4,-57,6.2694,923.25,3
28,11.25,1.2335,0.043636,0.49945,1,-57.5,5.4119,925.75,3
29,11.5,1.2335,0.043636,0.49945,1,-59,5.3751,922.25,3
30,12,0.97555,0.14698,0.37402,1,-58,0.12732,924.75,3
31,12.5,0.97555,0.14698,0.37402,4,-59,1.4956,920.75,3
32,13.25,1.2218,0.043636,0.47665,1,-60.5,6.1543,921.25,3
33,13.75,1.2218,0.043636,0.47665,1,-57.5,5.395,925.75,3
34,14,1.2218,0.043636,0.47665,4,-58,0.55377,922.25,3
35,14.5,1.0928,0.089569,0.44244,4,-55,5.1849,924.75,3
36,14.75,1.0928,0.089569,0.44244,1,-58.5,4.1126,923.75,3
37,15,1.0928,0.089569,0.44244,4,-55.5,5.5776,924.25,3
38,15.25,1.0928,0.089569,0.44244,1,-58.5,4.5421,923.25,3
39,15.75,1.0928,0.089569,0.44244,1,-61.5,6.2034,921.25,3
40,16.25,1.0342,0.078086,0.39683,4,-57,0.33441,922.75,3
41,16.5,1.0342,0.078086,0.39683,4,-58,0.53536,922.25,3
42,16.75,1.0342,0.078086,0.39683,1,-58,2.8409,925.25,3
43,17,1.0342,0.078086,0.39683,4,-55,5.1971,924.75,3
44,17.75,0.97555,0.16995,0.37402,4,-56.5,6.1881,923.25,3
45,18.25,0.97555,0.16995,0.37402,1,-61,0.033748,921.25,3
46,18.75,0.98728,0.12402,0.37402,1,-59,5.1818,922.75,3
47,19.25,0.98728,0.12402,0.37402,1,-57.5,6.0715,925.25,3
48,19.5,0.98728,0.12402,0.37402,1,-58.5,0.010738,924.75,3
49,19.75,0.98728,0.12402,0.37402,1,-60,0.3114,920.75,3
50,20.75,0.99901,0.15847,0.37402,4,-58,0.81148,921.75,3
51,21,0.99901,0.15847,0.37402,1,-58,2.8363,925.75,3
52,21.25,0.99901,0.15847,0.37402,4,-57,0.29452,922.75,3
53,21.75,1.1632,0.043636,0.45384,1,-58,0.40497,924.75,3
54,22.25,1.1632,0.043636,0.45384,1,-61.5,0.4648,920.75,3
55,22.5,1.1632,0.043636,0.45384,4,-56,6.1298,923.25,3
56,23.25,1.0459,0.11254,0.39683,4,-57.5,0.76546,921.75,3
57,23.5,1.0459,0.11254,0.39683,1,-56.5,2.4283,925.75,3
58,23.575,1.0459,0.11254,0.39683,4,-56.5,0.19175,922.75,3
59,24,0.99901,0.12402,0.37402,1,-57.5,6.2234,925.25,3
60,24.75,1.0225,0.11254,0.38542,1,-62,0.42338,920.75,3
61,25,1.0225,0.11254,0.38542,1,-58.5,4.671,923.25,3
62,25.75,1.0225,0.11254,0.38542,4,-57.5,0.76546,921.75,3
63,25.825,1.0225,0.11254,0.38542,1,-57,5.5515,925.75,3
64,26,1.0225,0.11254,0.38542,4,-56.5,0.158,922.75,3
65,26.25,1.0225,0.11254,0.38542,4,-56,0.18868,922.75,3
66,26.5,0.91693,0.18143,0.3056,1,-58,6.1528,925.25,3
67,26.75,0.91693,0.18143,0.3056,4,-55,5.8199,923.75,3
68,27.25,1.0459,0.089569,0.40823,1,-57.5,0.43872,924.25,3
69,27.75,1.0459,0.089569,0.40823,1,-60.5,0.69489,920.25,3
70,28.25,1.0459,0.089569,0.40823,4,-57.5,0.64427,921.75,3
71,28.5,1.0225,0.14698,0.38542,4,-56.5,6.251,922.75,3
72,29,1.0225,0.14698,0.38542,1,-61,5.754,925.25,3
