,0,1,2,3,4,5,6,7,8
0,0,0.29548,0.97377,0.088944,1,-61,5.6527,923.75,1
1,0.5,0.29548,0.97377,0.088944,1,-60,1.4297,921.75,1
2,1.25,0.17823,1.0542,0.031928,1,-61,6.1221,920.25,1
3,1.5,0.17823,1.0542,0.031928,1,-62,5.6128,924.25,1
4,1.75,0.17823,1.0542,0.031928,1,-60.5,2.3976,920.75,1
5,3.25,0.22513,0.99674,0.054735,3,-64,5.3597,922.75,1
6,3.5,0.22513,0.99674,0.054735,4,-56,5.2631,921.25,1
7,3.75,0.22513,0.99674,0.054735,4,-56.5,6.2586,920.25,1
8,4.25,0.33066,1.0082,0.054735,4,-57,5.8767,920.75,1
9,4.5,0.33066,1.0082,0.054735,4,-57,0.25157,923.25,1
10,4.75,0.33066,1.0082,0.054735,1,-60.5,1.8607,922.25,1
11,5,0.33066,1.0082,0.054735,1,-61.5,0.7087,923.75,1
12,5.75,0.33066,1.0082,0.054735,4,-56.5,5.438,921.25,1
13,6.25,0.31893,0.97377,0.12315,4,-57,1.784,924.75,1
14,6.5,0.31893,0.97377,0.12315,1,-61.5,5.958,920.75,1
15,7.25,0.31893,0.97377,0.12315,1,-65.5,1.5033,925.25,1
16,8.25,0.18995,1.0427,0.043332,1,-61,5.2232,921.25,1
17,9.5,0.37756,0.93932,0.15736,4,-57,0.24697,923.25,1
18,9.75,0.37756,0.93932,0.15736,1,-65.5,1.5417,925.25,1
19,10,0.37756,0.93932,0.15736,1,-61.5,1.5156,921.75,1
20,11,0.22513,1.0082,0.077541,1,-62,6.0669,920.25,1
21,12.25,0.36583,0.96229,0.11175,1,-64,4.4884,925.25,1
22,12.75,0.36583,0.96229,0.11175,1,-66,1.0815,925.75,1
23,13.25,0.36583,0.96229,0.11175,4,-57,5.2861,921.25,1
24,13.5,0.36583,0.96229,0.11175,4,-58,2.0126,924.75,1
25,13.75,0.36583,0.96229,0.11175,4,-57.5,5.9994,920.75,1
26,14.75,0.52999,0.88191,0.20297,4,-57.5,5.9963,923.75,1
27,15,0.52999,0.88191,0.20297,1,-60.5,1.6812,921.75,1
28,15.5,0.52999,0.88191,0.20297,1,-60.5,1.9926,921.25,1
29,16,0.52999,0.88191,0.20297,4,-59,4.9916,924.75,1
30,16.5,0.52999,0.88191,0.20297,4,-57.5,5.8276,920.75,1
31,16.75,0.52999,0.88191,0.20297,4,-57,4.3642,922.25,1
32,17.25,0.52999,0.88191,0.20297,4,-57.5,6.0009,923.75,1
33,18,0.2603,0.98526,0.077541,1,-61,0.92039,922.75,1
34,18.25,0.2603,0.98526,0.077541,4,-57.5,0.088971,920.25,1
35,18.75,0.2603,0.98526,0.077541,1,-62.5,5.7923,924.25,1
36,19,0.2603,0.98526,0.077541,4,-57.5,0.14266,923.25,1
37,19.25,0.2603,0.98526,0.077541,1,-65,4.8903,925.25,1
38,20,0.2603,0.98526,0.077541,4,-59.5,0.95874,925.75,1
39,20.5,0.2603,0.98526,0.077541,1,-60.5,1.9804,921.25,1
40,21.25,0.29548,0.98526,0.11175,4,-57.5,5.8123,920.75,1
41,22,0.29548,0.98526,0.11175,1,-64.5,1.7702,925.25,1
42,22.25,0.29548,0.98526,0.11175,4,-57,1.7104,921.75,1
