,0,1,2,3,4,5,6,7,8
0,0,0.43619,0.90487,-0.35577,3,-59,2.2841,921.25,1
1,0.25,0.43619,0.90487,-0.35577,3,-58,5.2094,920.25,1
2,0.5,0.52999,0.70966,-0.64085,3,-58,1.3453,923.75,1
3,1,0.83485,0.51445,-0.61804,3,-62,2.1108,925.25,1
4,2,0.67069,0.3422,-0.8119,2,-59.5,6.231,925.75,3
5,2.5,0.9052,0.22737,-0.4356,3,-59.5,6.0868,921.25,3
6,2.55,0.9052,0.22737,-0.4356,3,-60,5.5898,921.25,3
7,3,1.1397,-0.059712,-0.24174,3,-64,5.7294,922.25,3
8,3.5,1.1397,-0.059712,-0.24174,3,-66,5.5898,923.25,3
9,4.25,1.4094,-0.059712,-0.082102,3,-65.5,1.1996,924.25,3
10,4.75,1.4094,-0.059712,-0.082102,3,-63.5,0.3068,920.75,3
11,5.25,1.2921,-0.094162,-0.025087,3,-63,3.9991,920.25,3
12,5.75,1.0342,0.043636,-0.093505,3,-63.5,5.191,923.25,3
13,6.25,1.0342,0.043636,-0.093505,3,-63.5,2.2534,922.75,3
14,7,1.1514,-0.048229,-0.025087,3,-64,0.40037,925.75,3
15,8,1.1045,-0.059712,-0.025087,3,-62.5,6.116,922.25,3
16,8.5,0.99901,-0.025263,-0.10491,3,-62.5,2.7673,922.75,3
17,9,0.99901,-0.025263,-0.10491,3,-63.5,3.361,921.75,3
18,9.5,0.99901,-0.025263,-0.10491,3,-64.5,0.67342,925.75,3
19,10,1.2101,-0.12861,0.0091224,3,-64,4.1939,920.25,3
20,10.25,1.2101,-0.12861,0.0091224,3,-63.5,2.8532,922.25,3
21,10.75,1.2101,-0.12861,0.0091224,3,-63.5,2.1982,923.25,3
22,11.25,1.2101,-0.12861,0.0091224,2,-58.5,0.66421,924.75,3
23,11.5,1.2101,-0.12861,0.0091224,3,-65,0.29299,921.75,3
24,12.75,1.1514,-0.071196,0.0091224,3,-63.5,2.008,923.75,3
25,13.25,1.1514,-0.071196,0.0091224,3,-63.5,2.3853,923.25,3
26,13.5,1.1514,-0.071196,0.0091224,3,-63.5,5.9181,922.75,3
27,14.25,1.0107,-0.025263,-0.070699,2,-58.5,6.2418,925.75,3
28,15,1.0225,-0.01378,-0.082102,3,-63.5,2.011,923.75,3
29,15.75,1.1514,-0.059712,-0.0022806,3,-63.5,5.8,922.75,3
30,18.5,1.0811,-0.036746,-0.03649,3,-63.5,1.3698,924.75,3
31,18.75,1.0811,-0.036746,-0.03649,3,-63,1.7365,924.25,3
32,19.25,1.0811,-0.036746,-0.03649,3,-65,0.83909,920.75,3
33,19.5,1.0811,-0.036746,-0.03649,3,-64.5,0.48934,921.25,3
34,20.25,1.1749,-0.082679,0.0091224,3,-64,6.0945,922.25,3
35,20.75,1.1749,-0.082679,0.0091224,3,-64,2.643,922.75,3
36,21,1.1749,-0.082679,0.0091224,3,-64.5,0.28685,921.75,3
37,22.5,1.128,-0.059712,-0.013684,3,-64,6.0884,922.25,3
38,23,1.128,-0.059712,-0.013684,2,-58.5,0.10738,925.25,3
39,23.75,1.1397,-0.071196,-0.0022806,3,-64.5,0.28072,921.75,3
40,24,1.1397,-0.071196,-0.0022806,2,-58.5,6.1973,925.75,3
41,25,1.2101,-0.10565,0.0091224,3,-64.5,6.0914,922.25,3
42,26.5,1.1866,-0.094162,0.020525,3,-64.5,0.66728,925.75,3
43,26.75,1.1866,-0.094162,0.020525,3,-64.5,0.52769,921.25,3
44,27.5,1.0694,-0.036746,-0.03649,3,-64.5,6.0792,922.25,3
45,29.5,1.0459,-0.0022966,-0.047893,3,-65,1.0692,920.25,3
46,30,1.0459,-0.0022966,-0.047893,3,-64,6.0592,922.25,3
47,32,1.0342,-0.01378,-0.059296,3,-65.5,1.0462,920.25,3
48,32.25,1.0342,-0.01378,-0.059296,3,-64.5,2.9084,922.25,3
49,32.75,1.0342,-0.01378,-0.059296,3,-63.5,2.258,923.25,3
50,33.5,1.257,-0.10565,0.054735,3,-63.5,1.6981,924.25,3
51,34.75,1.1866,-0.071196,0.0091224,3,-64.5,6.0408,922.25,3
52,35.75,1.1514,-0.059712,0.0091224,3,-64.5,0.13806,921.75,3
53,36.25,1.1514,-0.059712,0.0091224,3,-64.5,0.62126,925.75,3
54,37.25,1.1163,-0.036746,-0.013684,2,-59,0.033748,925.25,3
55,37.75,1.1163,-0.036746,-0.013684,3,-63.5,5.7294,922.75,3
56,38.75,1.3625,-0.15158,0.077541,2,-58.5,6.1237,925.75,3
57,38.825,1.3625,-0.15158,0.077541,3,-65,0.74858,920.75,3
58,40.5,1.2921,-0.12861,0.054735,3,-63.5,1.3146,924.75,3
59,40.75,1.2921,-0.12861,0.054735,3,-63.5,1.6582,924.25,3
60,41.25,1.2921,-0.12861,0.054735,3,-65,0.71023,920.75,3
61,42.5,1.2452,-0.10565,0.043332,3,-63.5,2.2611,923.25,3
62,42.75,1.2452,-0.10565,0.043332,3,-63.5,1.2793,924.75,3
63,43.25,1.2452,-0.10565,0.043332,3,-65,0.18101,921.75,3
64,44,1.0107,-0.0022966,-0.059296,3,-65.5,0.55837,921.25,3
65,44.75,1.1632,-0.10565,0.020525,3,-63.5,5.5239,923.25,3
66,45.75,1.257,-0.12861,0.054735,3,-64,1.6598,924.25,3
67,47.25,1.1163,-0.059712,-0.03649,3,-64,0.99402,925.25,3
68,48,1.2452,-0.12861,0.031928,3,-64.5,0.19635,921.75,3
69,48.25,1.2452,-0.12861,0.031928,2,-59,6.1313,925.75,3
70,50,1.339,-0.15158,0.077541,3,-64,5.8061,922.75,3
71,50.25,1.339,-0.15158,0.077541,3,-65,0.158,921.75,3
72,50.75,1.339,-0.15158,0.077541,2,-58.5,6.1221,925.75,3
73,52,1.0928,-0.025263,-0.025087,3,-64,0.96641,925.25,3
74,52.5,1.1397,-0.071196,-0.013684,3,-63.5,1.3254,924.75,3
75,53.25,1.1397,-0.071196,-0.013684,2,-58.5,6.1129,925.75,3
76,54.75,1.1632,-0.082679,0.0091224,3,-64,5.8015,922.75,3
77,55.25,1.1632,-0.082679,0.0091224,3,-65,0.14573,921.75,3
78,56,1.1397,-0.048229,-0.013684,3,-65,0.41264,921.25,3
79,56.5,1.1397,-0.048229,-0.013684,3,-63.5,1.9359,923.75,3
80,57,1.1397,-0.059712,-0.013684,3,-63.5,5.4809,923.25,3
