,0,1,2,3,4,5,6,7,8
0,0,0.49481,0.90487,0.12315,3,-60.5,2.4099,925.25,4
1,5.75,-0.091458,0.98526,0.031928,3,-60,0.52155,922.25,1
2,7.25,0.64724,0.64076,-0.68646,3,-63.5,1.5355,925.75,1
3,7.5,0.64724,0.64076,-0.68646,3,-59,5.7524,920.75,1
4,8.5,1.1514,0.066602,-0.51542,3,-59.5,5.6082,923.25,3
5,8.75,1.1514,0.066602,-0.51542,3,-60,5.1956,922.75,3
6,9.25,1.1514,-0.11713,-0.20754,3,-58.5,1.1075,924.25,3
7,9.5,1.1514,-0.11713,-0.20754,3,-61,0.27458,925.75,3
8,11.25,1.0928,-0.025263,-0.16192,3,-60.5,5.5208,922.75,3
9,12.25,1.1163,-0.01378,-0.093505,3,-61.5,0.28532,920.75,3
10,12.5,1.1163,-0.01378,-0.093505,3,-61,3.8211,920.25,3
11,12.75,1.1163,-0.01378,-0.093505,3,-61,1.5892,923.75,3
12,13.5,1.2218,-0.11713,-0.0022806,3,-65,1.8868,922.75,3
13,14.5,1.2921,-0.20899,-0.059296,3,-66,0.16874,925.75,3
14,14.75,0.9052,0.02067,-0.20754,2,-52,1.8009,921.25,3
15,15,0.9052,0.02067,-0.20754,3,-64.5,2.729,921.25,3
16,15.075,0.9052,0.02067,-0.20754,3,-64,3.4039,920.25,3
17,15.75,1.0459,-0.01378,-0.17333,3,-66,1.807,923.25,3
18,17.25,0.99901,-0.01378,-0.21894,3,-66,6.2234,921.25,3
19,18,1.3039,-0.15158,-0.093505,3,-66,2.4682,922.25,3
20,18.25,1.3039,-0.15158,-0.093505,3,-65.5,1.9006,923.25,3
21,18.75,1.3039,-0.15158,-0.093505,3,-66,1.0446,924.75,3
22,19.5,1.128,-0.071196,-0.16192,3,-66,0.1534,920.75,3
23,19.75,1.128,-0.071196,-0.16192,3,-65.5,6.162,921.25,3
24,20.5,1.0107,0.0091865,-0.21894,3,-66.5,0.65961,925.25,3
25,21,1.0107,0.0091865,-0.21894,3,-65.5,2.1644,922.75,3
26,22.5,1.1045,-0.048229,-0.15052,3,-65.5,0.45866,920.25,3
27,22.75,1.1045,-0.048229,-0.15052,3,-66,2.416,922.25,3
