,0,1,2,3,4,5,6,7,8
0,0,0.38928,0.96229,-0.29876,2,-54,4.3289,920.75,1
1,0.5,0.36583,0.93932,-0.48121,3,-60,5.8567,924.75,1
2,1.025,0.57689,0.65224,-0.69787,2,-51,4.5007,920.25,1
3,3.5,1.1866,0.44555,-0.059296,2,-59.5,4.8781,924.25,1
4,6.25,1.0459,0.055119,-0.29876,2,-60,5.5239,921.25,3
5,7.5,1.0459,0.055119,-0.29876,2,-62.5,0.4694,924.75,3
6,9.75,1.0459,0.055119,-0.29876,2,-60,5.731,920.75,3
7,115.5,1.1983,-0.025263,-0.16192,3,-60.5,2.327,920.25,3
8,116.3,0.75277,0.64076,-0.57243,2,-59,4.5636,925.75,1
9,116.5,0.75277,0.64076,-0.57243,3,-59.5,5.6711,923.25,1
10,116.75,0.75277,0.64076,-0.57243,2,-59,5.7616,922.75,1
11,117,0.025796,0.92784,-0.38998,2,-59,0.12425,920.75,1
12,118,0.025796,0.92784,-0.38998,1,-67.5,0.80381,921.25,1
13,119,0.025796,0.85894,0.21438,1,-70,1.3698,923.25,4
14,363.75,0.98728,0.45703,-0.40139,3,-61.5,5.8782,920.25,1
15,364.75,0.98728,0.45703,-0.40139,2,-59.5,0.35282,923.25,1
16,365.75,1.1514,-0.025263,-0.25315,3,-68.5,5.734,924.25,3
17,366.5,1.1514,-0.025263,-0.25315,3,-67,0.64274,922.25,3
18,367.25,1.1514,-0.025263,-0.25315,3,-67.5,0.21322,922.75,3
19,367.75,1.1514,-0.025263,-0.25315,3,-68,5.7478,923.75,3
20,369,0.99901,0.02067,-0.21894,3,-66.5,0.76085,921.75,3
21,371.5,1.1749,-0.071196,-0.12771,3,-66.5,3.9055,921.75,3
22,372.75,1.1749,-0.071196,-0.12771,2,-60.5,6.0592,923.75,3
23,374.5,1.0225,0.0091865,-0.20754,3,-67.5,6.0009,923.25,3
24,375.75,1.0225,0.0091865,-0.20754,3,-69,5.438,924.25,3
25,377.5,1.0342,0.0091865,-0.19613,3,-68.5,6.1068,923.75,3
