,0,1,2,3,4,5,6,7,8
0,0,0.77622,0.44555,-0.50401,2,-57.5,6.2433,925.75,1
1,1.25,1.0342,0.43406,-0.40139,2,-58,0.50161,920.75,1
2,1.75,1.0342,0.43406,-0.40139,2,-60,0.73324,925.25,1
3,3.5,1.3508,-0.12861,-0.12771,2,-59,4.8827,922.75,3
4,4,1.3508,-0.12861,-0.12771,2,-59.5,1.2257,923.75,3
5,4.75,1.3508,-0.12861,-0.12771,2,-58,5.6558,921.25,3
6,9,1.1045,0.0091865,-0.17333,2,-60.5,4.3396,923.75,3
7,11.25,1.0811,0.0091865,-0.18473,2,-60.5,1.1505,923.75,3
8,14.5,1.1514,-0.025263,-0.13912,2,-59,5.6282,921.25,3
9,17,1.2101,-0.048229,-0.11631,2,-59,5.6404,921.25,3
10,17.5,1.2101,-0.048229,-0.11631,2,-59,5.3536,921.75,3
11,19.25,1.2101,-0.048229,-0.11631,2,-58.5,0.026078,920.25,3
12,20.25,1.2101,-0.048229,-0.11631,2,-60,1.4481,923.25,3
13,22.25,1.3508,-0.082679,-0.070699,2,-59,5.349,921.75,3
14,25.5,1.3508,-0.10565,-0.070699,2,-58.5,5.9718,920.75,3
15,27.25,1.2804,-0.082679,-0.093505,2,-62,0.021476,925.75,3
16,30.25,1.1397,-0.01378,-0.15052,2,-59,1.6904,922.75,3
17,31.5,1.1397,-0.01378,-0.15052,2,-59,5.6435,921.25,3
18,34,1.1397,-0.01378,-0.13912,2,-58.5,5.6987,921.25,3
19,35.25,1.1397,-0.01378,-0.13912,2,-59,4.8428,922.75,3
20,37.25,1.2921,-0.082679,-0.093505,2,-60,4.5575,923.25,3
21,40.5,1.0928,0.0091865,-0.17333,2,-60,4.2859,923.75,3
22,41.25,1.0928,0.0091865,-0.17333,2,-58.5,5.6681,921.25,3
23,43.25,1.128,0.0091865,-0.15052,2,-61,0.30986,925.25,3
24,44,1.128,0.0091865,-0.15052,2,-58.5,5.1296,922.25,3
25,52.5,1.1866,-0.036746,-0.13912,2,-60.5,0.46326,924.75,3
26,53.75,1.1866,-0.036746,-0.13912,2,-59,4.9716,922.25,3
27,56.75,1.1045,-0.0022966,-0.16192,2,-59,1.2471,923.25,3
28,60.25,1.1514,-0.01378,-0.15052,2,-61.5,0.13499,925.25,3
29,61,1.1514,-0.01378,-0.15052,2,-59,4.9456,922.25,3
30,61.75,1.1514,-0.01378,-0.15052,2,-59,4.6986,922.75,3
31,63.5,1.2218,-0.071196,-0.11631,2,-59,4.941,922.25,3
32,66,1.0459,0.032153,-0.20754,2,-58.5,4.921,922.25,3
33,70.75,1.1514,-0.01378,-0.15052,2,-58.5,4.944,922.25,3
34,72,1.1514,-0.01378,-0.15052,2,-61,0.42338,924.75,3
35,74,1.1397,-0.0022966,-0.16192,2,-59.5,4.4041,923.25,3
36,74.5,1.1397,-0.0022966,-0.16192,2,-60,1.0186,923.75,3
37,79.25,1.1397,-0.025263,-0.13912,2,-60.5,0.44332,924.75,3
38,81.25,1.257,-0.059712,-0.13912,2,-60,1.2349,923.25,3
39,85,1.3625,-0.12861,-0.070699,2,-59,5.4104,921.25,3
40,85.75,1.3625,-0.12861,-0.070699,2,-64,6.0638,925.75,3
41,89.75,1.2218,-0.059712,-0.10491,2,-59,5.9273,920.25,3
42,90.5,1.2218,-0.059712,-0.10491,2,-59.5,5.0867,921.75,3
43,91.75,1.2218,-0.059712,-0.10491,2,-63,0.070563,925.25,3
44,95,1.2335,-0.071196,-0.093505,2,-59.5,5.3689,921.25,3
45,96,1.2335,-0.071196,-0.093505,2,-59.5,5.6681,920.75,3
46,98.75,1.2335,-0.071196,-0.093505,2,-59,5.6803,920.75,3
47,99.75,1.2335,-0.071196,-0.093505,2,-59,5.3981,921.25,3
48,103.25,1.1749,-0.059712,-0.11631,2,-60,4.5743,922.75,3
49,104.75,1.1749,-0.059712,-0.11631,2,-59,5.4057,921.25,3
50,109.25,1.1749,-0.048229,-0.10491,2,-59,5.9979,920.25,3
51,109.75,1.1749,-0.048229,-0.10491,2,-59.5,5.0928,921.75,3
52,111.75,1.1749,-0.048229,-0.10491,3,-69,1.4603,920.25,3
53,113.25,1.1163,0.22737,-0.52682,2,-49.5,1.6107,920.75,3
54,113.5,0.68242,0.44555,-0.68646,3,-59,4.9778,923.75,1
55,114,0.44791,0.58334,-0.80049,3,-64.5,5.4057,924.25,1
56,114.5,-0.17354,0.85894,-0.60664,2,-59,6.2817,921.25,1
57,114.58,-0.17354,0.85894,-0.60664,2,-70,1.7518,922.25,1
58,115.25,-0.17354,0.85894,-0.60664,1,-68.5,4.4562,922.75,4
59,116.5,0.54171,0.85894,0.2828,1,-61,6.1098,924.25,4
60,116.75,0.54171,0.85894,0.2828,1,-59,5.8782,921.25,4
61,117.25,0.54171,0.85894,0.2828,1,-59,4.2783,925.75,4
62,259.25,0.62379,0.65224,-0.40139,2,-52.5,4.5621,920.75,1
63,259.35,0.70587,0.5489,-0.76628,3,-58.5,5.8521,924.75,1
64,259.5,0.70587,0.5489,-0.76628,3,-58.5,4.8796,924.75,1
65,259.75,0.70587,0.5489,-0.76628,3,-59,0.44025,925.25,1
66,261,0.87003,0.45703,-0.38998,2,-59.5,0.20249,925.75,1
67,262,0.87003,0.45703,-0.38998,2,-60,1.1643,923.75,1
68,264,0.87003,0.45703,-0.38998,2,-60,1.603,922.75,1
69,267.5,1.1514,-0.059712,-0.17333,2,-60,6.0914,920.25,3
70,271.5,1.1514,-0.059712,-0.17333,2,-60,5.8506,920.75,3
71,275.5,1.128,-0.036746,-0.16192,2,-65,6.1881,925.75,3
72,278.5,1.128,-0.036746,-0.16192,2,-60.5,1.4788,922.75,3
73,368.25,1.128,-0.036746,-0.16192,3,-65.5,5.5699,923.25,3
74,368.5,1.128,-0.036746,-0.16192,2,-53,6.1804,922.75,3
75,368.75,0.67069,0.5489,-0.75488,2,-54,0.4832,922.75,1
76,369,0.41273,0.64076,-0.74348,3,-60,5.3521,924.75,1
77,369.5,0.41273,0.64076,-0.74348,2,-60,1.0554,925.25,1
78,371.25,0.072698,0.87042,0.043332,3,-59,1.9466,920.75,4
79,372,0.51826,0.82449,0.16876,1,-60.5,0.63814,924.25,4
80,373.25,0.51826,0.82449,0.16876,1,-60,0.34515,923.25,4
81,374.75,0.27203,0.85894,0.031928,1,-51,5.935,920.25,4
