,0,1,2,3,4,5,6,7,8
0,0,0.18995,0.14698,-0.99434,3,-59.5,1.511,925.75,3
1,0.025,0.18995,0.14698,-0.99434,3,-58,6.0009,924.25,3
2,0.275,0.18995,0.14698,-0.99434,3,-59,0.20862,922.75,3
3,0.5,0.18995,0.14698,-0.99434,3,-58.5,0.42031,922.75,3
4,0.75,0.18995,0.14698,-0.99434,3,-58.5,5.9334,923.75,3
5,1,0.47136,0.2733,-0.89172,3,-59,4.9824,920.75,3
6,1.05,0.47136,0.2733,-0.89172,3,-58.5,4.9486,920.75,3
7,1.5,0.28376,0.36516,-1.0172,3,-58.5,3.7122,922.25,3
8,1.75,0.33066,0.35368,-1.0057,3,-59,6.0868,923.25,3
9,2,0.33066,0.35368,-1.0057,3,-58.5,5.1542,920.25,3
10,2.5,0.49481,0.26182,-0.90312,3,-58.5,5.3521,924.25,3
11,3.5,0.44791,0.28478,-0.93733,3,-57.5,4.7615,920.75,3
12,3.575,0.44791,0.28478,-0.93733,3,-58,4.7308,920.75,3
13,3.6,0.44791,0.28478,-0.93733,3,-58.5,0.8575,921.75,3
14,4.5,0.47136,0.26182,-0.93733,3,-58,5.1158,920.25,3
15,4.75,0.47136,0.26182,-0.93733,3,-60.5,1.2809,925.75,3
16,5,0.20168,0.35368,-1.0286,3,-59,2.2074,924.25,3
17,5.25,0.20168,0.35368,-1.0172,3,-58.5,0.087437,922.75,3
18,5.75,0.1665,0.35368,-1.0172,3,-58.5,4.671,920.75,3
19,6,0.17823,0.38813,-1.04,3,-58.5,0.79614,921.75,3
20,6.5,0.17823,0.38813,-1.04,3,-59,5.9012,923.25,3
21,7,0.34238,0.29627,-0.93733,3,-58.5,4.9225,920.25,3
22,7.25,0.34238,0.29627,-0.93733,3,-61.5,1.2272,925.75,3
23,7.5,0.34238,0.29627,-0.97154,3,-60.5,4.9548,924.75,3
24,7.75,0.34238,0.29627,-0.97154,3,-58.5,0.03835,922.75,3
25,8.5,0.42446,0.26182,-0.92593,2,-53,0.58905,920.75,3
26,8.575,0.42446,0.26182,-0.92593,3,-58.5,0.81915,921.75,3
27,8.75,0.23685,0.35368,-1.0057,3,-58.5,0.42031,922.25,3
28,9.25,0.30721,0.29627,-0.97154,3,-60.5,1.534,925.25,3
29,9.5,0.17823,0.37665,-1.0286,3,-61.5,1.2594,925.75,3
30,9.75,0.17823,0.37665,-1.0286,3,-60,5.2815,924.25,3
31,10,0.17823,0.37665,-1.0286,3,-61,4.8504,924.75,3
32,10.25,0.33066,0.30775,-0.97154,3,-59.5,2.3317,923.75,3
33,10.5,0.33066,0.30775,-0.97154,3,-58.5,4.0773,921.25,3
34,10.75,0.33066,0.30775,-0.97154,3,-58,4.4685,920.75,3
35,11,0.15478,0.36516,-1.04,3,-59,0.57831,921.75,3
36,11.25,0.15478,0.36516,-1.04,3,-59,0.2485,922.25,3
37,11.5,0.13132,0.37665,-1.0286,3,-59.5,5.8844,923.25,3
38,11.75,0.13132,0.37665,-1.0286,3,-59,4.8198,920.25,3
39,12.25,0.2603,0.33072,-0.98294,3,-60,2.0801,924.25,3
40,12.75,0.15478,0.36516,-1.04,3,-60,2.4053,923.75,3
41,13,0.18995,0.35368,-1.0057,2,-53.5,0.44485,920.75,3
42,13.25,0.18995,0.35368,-1.0057,3,-59.5,1.3177,920.75,3
43,13.5,0.096148,0.36516,-1.0628,3,-59,3.7813,921.75,3
44,13.75,0.096148,0.36516,-1.0628,3,-59.5,0.26998,922.25,3
45,14.5,0.17823,0.37665,-1.0286,3,-62,1.172,925.75,3
46,15.5,0.45964,0.22737,-0.92593,3,-58.5,4.536,920.75,3
47,15.75,0.45964,0.22737,-0.92593,2,-53.5,6.0945,921.75,3
48,16,0.31893,0.28478,-0.98294,3,-59,0.30373,922.25,3
49,16.5,0.096148,0.36516,-1.0286,3,-61.5,1.4788,925.25,3
50,16.75,0.096148,0.36516,-1.0286,3,-59,4.8474,920.25,3
51,17.5,0.41273,0.25033,-0.92593,3,-59.5,0.042951,922.75,3
52,17.575,0.41273,0.25033,-0.92593,3,-60,5.6098,923.75,3
53,17.75,0.41273,0.25033,-0.92593,3,-59.5,2.4835,923.75,3
54,18.25,0.20168,0.36516,-1.0286,3,-58.5,4.5897,920.75,3
55,18.5,0.35411,0.2733,-0.96014,3,-59.5,0.36202,922.25,3
56,18.75,0.35411,0.2733,-0.96014,3,-61,1.5309,925.25,3
57,19.25,0.50654,0.2044,-0.92593,3,-61.5,1.2318,925.75,3
58,19.75,0.50654,0.2044,-0.92593,3,-60.5,1.7717,924.75,3
59,20,0.30721,0.28478,-0.98294,3,-60,5.5377,923.75,3
60,20.25,0.15478,0.35368,-1.04,3,-58.5,4.154,921.25,3
61,20.75,0.47136,0.2044,-0.91452,3,-59,0.69029,921.75,3
62,21,0.47136,0.2044,-0.91452,3,-59,0.31293,922.25,3
63,21.25,0.40101,0.23885,-0.94873,3,-61,4.6955,925.25,3
64,22.25,0.20168,0.3422,-1.0286,3,-60.5,1.8239,924.75,3
65,22.5,0.20168,0.3422,-1.0286,3,-59.5,6.2586,922.75,3
66,23.5,0.22513,0.33072,-1.0172,3,-59,6.0025,923.25,3
67,23.75,0.22513,0.33072,-1.0172,3,-60.5,4.6955,925.25,3
68,24,0.22513,0.33072,-1.0172,3,-59,5.0345,920.25,3
