,0,1,2,3,4,5,6,7,8
0,0,0.2603,0.93932,-0.31016,3,-59,5.9074,922.25,1
1,1,0.82312,0.45703,-0.60664,2,-51.5,3.9807,920.75,1
2,1.5,0.82312,0.52593,-0.4584,3,-57.5,1.2471,923.75,1
3,1.55,0.82312,0.52593,-0.4584,3,-59.5,6.2326,925.25,1
4,4.75,1.1397,0.0091865,-0.13912,2,-60.5,1.8009,922.25,3
5,151.25,0.37756,0.75559,-0.67506,3,-66,5.7141,925.75,1
6,151.5,0.37756,0.75559,-0.67506,2,-58,5.645,923.25,1
7,153.5,0.1196,0.75559,0.18017,2,-61.5,0.19942,921.75,4
8,289.25,0.50654,0.60631,-0.77769,2,-51.5,4.9716,920.25,1
9,289.5,0.56517,0.61779,-0.53822,2,-52,6.1098,921.25,1
10,290,0.83485,0.46851,-0.58384,2,-51,2.1875,921.75,1
11,293.5,1.0576,-0.025263,-0.24174,2,-60,0.474,924.75,3
12,297.75,1.1045,-0.036746,-0.19613,2,-59.5,4.3396,923.25,3
13,299.25,1.1045,-0.036746,-0.19613,2,-58.5,5.6052,921.25,3
14,303.5,1.1045,-0.036746,-0.19613,2,-59.5,0.88511,923.75,3
15,305.5,1.3156,-0.12861,-0.10491,2,-60.5,0.1672,924.75,3
16,312.25,1.0811,-0.036746,-0.23034,2,-60,4.0758,923.25,3
17,314.75,1.0694,-0.025263,-0.24174,2,-59,0.948,923.25,3
18,315.75,1.0694,-0.025263,-0.24174,2,-61,6.1144,925.25,3
19,322.25,1.1045,-0.059712,-0.20754,2,-60,1.0048,923.25,3
20,323,1.1045,-0.059712,-0.20754,2,-61,6.2157,925.25,3
21,327,1.0928,-0.036746,-0.21894,2,-59,1.2318,922.75,3
22,328.25,1.0928,-0.036746,-0.21894,2,-60.5,0.39884,924.25,3
23,329.5,1.0928,-0.036746,-0.21894,2,-59.5,0.92192,923.25,3
24,331.5,1.0694,-0.01378,-0.21894,2,-59,4.8458,921.75,3
25,332.25,1.0694,-0.01378,-0.21894,2,-61,0.099709,924.75,3
26,336,1.1749,-0.059712,-0.18473,2,-58.5,1.4481,922.25,3
27,337.75,1.1749,-0.059712,-0.18473,2,-60.5,0.37889,924.25,3
28,342.75,1.2101,-0.082679,-0.16192,2,-60,0.41417,924.25,3
29,344,1.2101,-0.082679,-0.16192,2,-59.5,0.9434,923.25,3
30,344.5,1.2101,-0.082679,-0.16192,2,-60.5,0.158,924.75,3
31,347,1.1045,-0.025263,-0.21894,2,-58.5,5.3996,920.75,3
32,350.25,1.2687,-0.11713,-0.13912,2,-60.5,0.36509,924.25,3
33,350.75,1.2687,-0.11713,-0.13912,2,-58.5,1.465,922.25,3
34,351.5,1.2687,-0.11713,-0.13912,2,-60,1.1643,922.75,3
35,356.25,1.0811,-0.0022966,-0.21894,2,-59.5,1.1888,922.75,3
36,357.5,1.0811,-0.0022966,-0.21894,2,-60.5,0.25464,924.25,3
37,358.5,1.1632,-0.082679,-0.17333,2,-59.5,1.0017,923.25,3
38,359.5,1.1632,-0.082679,-0.17333,2,-60.5,0.7179,923.75,3
39,361,1.1632,-0.082679,-0.17333,2,-59.5,0.8667,923.25,3
40,365.25,1.1397,-0.059712,-0.18473,2,-58.5,1.4189,922.25,3
41,366.75,1.1514,-0.048229,-0.18473,2,-61.5,5.9963,925.25,3
42,375.25,1.3625,-0.15158,-0.10491,2,-58,1.646,921.75,3
43,385.5,1.2335,-0.082679,-0.15052,2,-59,1.1029,922.75,3
44,386.25,1.2335,-0.082679,-0.15052,2,-60,0.56604,923.75,3
