,0,1,2,3,4,5,6,7,8
0,0,0.13132,1.0197,0.15736,3,-59.5,4.085,922.25,4
1,5,0.13132,1.0197,0.15736,3,-63,0.21629,923.25,1
2,5.25,0.43619,0.92784,-0.013684,3,-60,4.3488,922.75,1
3,5.5,0.36583,0.95081,0.020525,2,-58.5,0.15493,921.75,1
4,6,0.45964,0.92784,0.10035,2,-60.5,1.0753,925.75,1
5,6.25,0.44791,0.93932,0.13456,2,-58.5,0.061359,921.25,1
6,6.75,0.33066,0.98526,0.11175,2,-59,1.8224,923.75,1
7,6.825,0.33066,0.98526,0.11175,2,-59,5.7018,922.25,1
8,7.25,0.43619,0.93932,0.15736,3,-63.5,3.5051,923.25,1
9,7.75,0.43619,0.95081,0.066138,2,-59,1.5463,924.75,1
10,7.8,0.43619,0.95081,0.066138,2,-58,4.786,924.75,1
11,8,0.35411,0.93932,0.020525,3,-63,6.1405,924.25,1
12,8.25,0.35411,0.93932,0.020525,2,-60,1.0646,925.75,1
13,8.5,0.35411,0.93932,0.020525,2,-58.5,0.81454,920.75,1
14,8.75,0.41273,0.95081,0.10035,2,-59,0.2301,921.25,1
15,9,0.50654,0.92784,0.19157,2,-59.5,1.8699,923.75,1
16,9.25,0.50654,0.92784,0.19157,3,-63,4.3258,922.25,1
17,10,0.44791,0.93932,0.10035,3,-64,4.0942,922.75,1
18,10.75,0.68242,0.83597,0.21438,2,-59.5,1.6705,924.25,1
19,11.75,0.52999,0.88191,0.14596,2,-59,5.8613,922.25,1
20,12.5,0.47136,0.93932,0.10035,2,-59,5.6803,922.75,1
21,12.575,0.47136,0.93932,0.10035,2,-60.5,1.4343,924.75,1
22,13.075,0.36583,0.97377,0.054735,2,-60,4.7553,924.25,1
23,14,0.47136,0.92784,0.10035,2,-59,5.0315,923.75,1
24,14.5,0.55344,0.89339,0.14596,3,-65,5.9135,925.25,1
25,15.5,0.48309,0.92784,0.12315,2,-60,4.7691,924.25,1
26,15.75,0.48309,0.92784,0.12315,2,-58.5,0.42645,920.75,1
27,16,0.50654,0.92784,0.13456,2,-59,0.16567,921.25,1
28,17,0.64724,0.87042,0.21438,2,-60.5,1.0907,925.25,1
29,17.25,0.36583,0.96229,0.054735,2,-58.5,5.4686,922.75,1
30,17.75,0.38928,0.93932,0.066138,2,-58.5,5.9426,921.75,1
31,18.25,0.7176,0.82449,0.23718,2,-58,0.21476,920.75,1
